EAR,EyeState
0.348478287,Open
0.354075913,Open
0.351160354,Open
0.362691847,Open
0.359573046,Open
0.332612753,Open
0.330235631,Open
0.329019633,Open
0.32652857,Open
0.315047834,Open
0.315721266,Open
0.317359982,Open
0.322958544,Open
0.309328441,Open
0.303896467,Open
0.307922534,Open
0.306836879,Open
0.328517526,Open
0.326773061,Open
0.337556353,Open
0.346628033,Open
0.343221905,Open
0.335304728,Open
0.343057172,Open
0.361511852,Open
0.354792747,Open
0.366741084,Open
0.339901396,Open
0.353985088,Open
0.348552186,Open
0.365764365,Open
0.35368083,Open
0.338660579,Open
0.338905722,Open
0.358004092,Open
0.327958772,Open
0.347357038,Open
0.332041269,Open
0.34266682,Open
0.322809752,Open
0.343610995,Open
0.325496673,Open
0.34707955,Open
0.336388146,Open
0.335009557,Open
0.346586672,Open
0.330778874,Open
0.331595307,Open
0.350726693,Open
0.341154841,Open
0.336657907,Open
0.33265401,Open
0.343459308,Open
0.332413488,Open
0.345493907,Open
0.346816728,Open
0.340653444,Open
0.341315311,Open
0.348789877,Open
0.351437208,Open
0.334992131,Open
0.349064169,Open
0.324593493,Open
0.320100577,Open
0.329305551,Open
0.333954075,Open
0.324723709,Open
0.338564545,Open
0.341747292,Open
0.341912181,Open
0.357506454,Open
0.334305526,Open
0.357398353,Open
0.348040691,Open
0.352108079,Open
0.358945671,Open
0.367386418,Open
0.360137018,Open
0.371254987,Open
0.371251488,Open
0.374238648,Open
0.374379793,Open
0.361857011,Open
0.371770254,Open
0.358656684,Open
0.374648476,Open
0.364923451,Open
0.366414646,Open
0.371039412,Open
0.36418982,Open
0.361532871,Open
0.364482785,Open
0.359039819,Open
0.36486031,Open
0.361063241,Open
0.35508154,Open
0.374235833,Open
0.379152339,Open
0.372045383,Open
0.377909056,Open
0.35977714,Open
0.36315181,Open
0.363410521,Open
0.361059103,Open
0.374574583,Open
0.331552595,Open
0.186417141,Blink
0.172389694,Blink
0.19471026,Blink
0.228973996,Blink
0.287000901,Open
0.310190052,Open
0.332142702,Open
0.348389531,Open
0.334609233,Open
0.346806927,Open
0.354544562,Open
0.356452585,Open
0.340300616,Open
0.353218027,Open
0.363005847,Open
0.366901801,Open
0.372970535,Open
0.358404695,Open
0.371260928,Open
0.356781965,Open
0.374069169,Open
0.371377049,Open
0.358404695,Open
0.336995772,Open
0.349849909,Open
0.350165283,Open
0.353547407,Open
0.348134088,Open
0.372357757,Open
0.344073896,Open
0.359246965,Open
0.369683464,Open
0.361979379,Open
0.357851731,Open
0.341874221,Open
0.349363735,Open
0.357851731,Open
0.377403192,Open
0.363256156,Open
0.36145124,Open
0.357691523,Open
0.365191884,Open
0.371040993,Open
0.367922542,Open
0.355903693,Open
0.36670291,Open
0.363256156,Open
0.367291834,Open
0.373265457,Open
0.358090854,Open
0.372261192,Open
0.363763948,Open
0.352296555,Open
0.36577388,Open
0.363106506,Open
0.372109363,Open
0.359392589,Open
0.363305307,Open
0.362845705,Open
0.36837604,Open
0.372198388,Open
0.372054105,Open
0.35949406,Open
0.384285814,Open
0.373173231,Open
0.378860707,Open
0.368225241,Open
0.363256156,Open
0.358030833,Open
0.37823589,Open
0.360490491,Open
0.357135113,Open
0.362956223,Open
0.362845705,Open
0.367625367,Open
0.349363735,Open
0.371040993,Open
0.363106506,Open
0.371374527,Open
0.363256156,Open
0.358995622,Open
0.363106506,Open
0.388660274,Open
0.342337839,Open
0.352893614,Open
0.348413998,Open
0.353704271,Open
0.349929899,Open
0.349847973,Blink
0.359799837,Blink
0.354551121,Blink
0.348913089,Blink
0.339097955,Blink
0.340820167,Blink
0.358082014,Blink
0.331894126,Open
0.355643977,Open
0.353764071,Open
0.32677539,Open
0.363555973,Open
0.347591789,Open
0.324486071,Open
0.342168527,Open
0.342405138,Open
0.346375059,Open
0.365524659,Blink
0.354658854,Blink
0.34943166,Blink
0.357881027,Blink
0.331623949,Blink
0.342405138,Blink
0.341951846,Blink
0.341951846,Blink
0.352523484,Open
0.34212088,Open
0.352446205,Open
0.349577646,Open
0.335753297,Open
0.36244787,Open
0.349593946,Open
0.361585409,Open
0.342348643,Open
0.343799068,Open
0.340643984,Open
0.331865187,Open
0.351024973,Open
0.346382387,Open
0.359952841,Open
0.361928255,Open
0.364386501,Open
0.37343622,Open
0.354697789,Open
0.351174623,Open
0.364963519,Open
0.34387115,Open
0.32379981,Open
0.354235203,Open
0.353140691,Open
0.359855282,Open
0.344031321,Open
0.33905493,Open
0.358720821,Open
0.344432143,Open
0.332193658,Open
0.353005885,Open
0.332361251,Open
0.361724219,Open
0.365048731,Open
0.358414936,Open
0.369036844,Open
0.34916671,Open
0.327103217,Open
0.3481137,Open
0.346198402,Open
0.335915961,Open
0.355310254,Blink
0.355291057,Blink
0.346869397,Blink
0.370399568,Blink
0.351624543,Blink
0.344223752,Open
0.349162404,Open
0.336971214,Open
0.337376189,Open
0.337367364,Open
0.364172029,Open
0.321910745,Open
0.33016537,Open
0.336029764,Open
0.338661927,Open
0.342814307,Open
0.342043255,Open
0.349363735,Open
0.355118561,Open
0.3418845,Open
0.370614678,Open
0.367900861,Open
0.372525688,Open
0.363705623,Open
0.377609893,Open
0.381906603,Open
0.365852332,Open
0.358172987,Open
0.368652735,Open
0.367441484,Open
0.348989885,Open
0.377927921,Open
0.375261519,Open
0.366311709,Open
0.267024845,Blink
0.185578486,Blink
0.205725229,Blink
0.205717581,Blink
0.194205705,Blink
0.247676164,Blink
0.297156513,Blink
0.317785272,Open
0.325455451,Open
0.344964089,Open
0.341802679,Open
0.34979479,Open
0.348999186,Open
0.351181041,Open
0.325504373,Open
0.336262474,Open
0.323389533,Open
0.170818456,Blink
0.166408524,Blink
0.16854384,Blink
0.179780966,Blink
0.188488257,Blink
0.175992311,Blink
0.250469704,Blink
0.271971519,Open
0.271732232,Open
0.304266256,Open
0.299122596,Open
0.294902402,Open
0.287186317,Open
0.336051255,Open
0.359642966,Open
0.345756287,Open
0.349439541,Open
0.361595239,Open
0.349957048,Open
0.34441287,Open
0.333275713,Open
0.348103576,Open
0.346168058,Open
0.340838974,Open
0.335473537,Open
0.340104371,Open
0.333445152,Open
0.330988274,Open
0.339679026,Open
0.34138907,Open
0.346966899,Open
0.347123432,Open
0.329642464,Open
0.344535733,Open
0.339256207,Open
0.334424445,Open
0.336319966,Open
0.35117156,Open
0.348564947,Open
0.346170377,Open
0.345084995,Open
0.35141344,Open
0.346674334,Open
0.362522172,Open
0.345163859,Open
0.34844199,Open
0.348978832,Open
0.35897806,Open
0.329171106,Open
0.344422614,Open
0.236147202,Blink
0.171671343,Blink
0.158725016,Blink
0.21875936,Blink
0.258522191,Open
0.290749861,Open
0.303847378,Open
0.333710082,Open
0.328427472,Open
0.331383032,Open
0.348160858,Open
0.340953368,Open
0.351917348,Open
0.361615002,Open
0.349833356,Open
0.349371268,Open
0.353976733,Open
0.364405138,Open
0.370540859,Open
0.375785441,Open
0.363244672,Open
0.379257334,Open
0.370386059,Open
0.375650892,Open
0.36067644,Open
0.350708953,Open
0.240001688,Blink
0.151835075,Blink
0.129540785,Blink
0.167953,Blink
0.237563963,Blink
0.27981,Open
0.301573896,Open
0.347138406,Open
0.353860744,Open
0.349716334,Open
0.343784852,Open
0.355519194,Open
0.341997772,Open
0.357807771,Open
0.354356149,Open
0.350713947,Open
0.351186175,Open
0.335521035,Open
0.356446985,Open
0.33376231,Open
0.352727742,Open
0.345707928,Open
0.348900373,Open
0.335372439,Open
0.343488661,Open
0.350504786,Open
0.343752679,Open
0.339950696,Open
0.344015842,Open
0.328786062,Open
0.348806178,Open
0.330250981,Open
0.323510382,Open
0.357034904,Open
0.345351928,Open
0.326804136,Open
0.339010975,Open
0.321519144,Open
0.324404109,Open
0.33388154,Open
0.332993596,Open
0.33214958,Open
0.210140676,Blink
0.15230743,Blink
0.177792417,Blink
0.17939743,Blink
0.194518537,Blink
0.234605689,Blink
0.2339217,Blink
0.262647582,Open
0.269589641,Open
0.288389158,Open
0.266203663,Open
0.268723935,Open
0.288988491,Open
0.310343607,Open
0.304901523,Open
0.326324532,Open
0.320681237,Open
0.33520723,Open
0.335238605,Open
0.333515526,Open
0.340514528,Open
0.343923149,Open
0.349754938,Open
0.347354212,Open
0.347318055,Open
0.345920064,Open
0.336721998,Open
0.348656668,Open
0.331754053,Open
0.355740203,Open
0.349323298,Open
0.365382923,Open
0.352605255,Open
0.348213669,Open
0.345585834,Open
0.338162803,Open
0.336125239,Open
0.340196671,Open
0.336600294,Open
0.355499949,Open
0.351008436,Open
0.355014713,Open
0.3525199,Open
0.289703721,Blink
0.199208601,Blink
0.175195471,Blink
0.224204898,Blink
0.269249448,Open
0.334732984,Open
0.340565053,Open
0.354974776,Open
0.326346677,Open
0.347482931,Open
0.352888342,Open
0.348971194,Open
0.329732664,Open
0.378854467,Open
0.345108991,Open
0.326236156,Open
0.374909962,Open
0.334971183,Open
0.340229006,Open
0.343717842,Open
0.342057846,Open
0.363025265,Open
0.362965618,Open
0.368226011,Open
0.393459725,Open
0.375807847,Open
0.377244135,Open
0.378720165,Open
0.37796911,Open
0.368111631,Open
0.384742628,Open
0.364224085,Open
0.372045632,Open
0.364941182,Open
0.368526444,Open
0.368839894,Open
0.373230308,Open
0.364482785,Open
0.374616593,Open
0.374738465,Open
0.365999352,Open
0.374819342,Open
0.376585724,Open
0.350545888,Open
0.345834274,Open
0.331533068,Open
0.347682542,Open
0.355876802,Open
0.338770337,Open
0.344059286,Open
0.344009782,Open
0.350848866,Open
0.333254295,Open
0.346022009,Open
0.335115853,Open
0.328606479,Open
0.320054777,Open
0.332232534,Open
0.328244448,Open
0.333603333,Open
0.340394142,Open
0.333737617,Open
0.337037526,Open
0.327117945,Open
0.337262531,Open
0.326979633,Open
0.325424853,Open
0.316312391,Open
0.319320379,Open
0.333683982,Open
0.300497869,Open
0.311033599,Open
0.305794775,Open
0.316385085,Open
0.335330297,Open
0.306904679,Open
0.327089194,Open
0.319221068,Open
0.317485559,Open
0.322719397,Open
0.315489872,Open
0.301155992,Open
0.309872854,Open
0.312340272,Open
0.290557469,Open
0.298203188,Open
0.29924682,Open
0.303514055,Open
0.302627983,Open
0.302360809,Open
0.310724329,Open
0.316228009,Open
0.307466742,Open
0.307551519,Open
0.324654567,Open
0.317893313,Open
0.310163817,Open
0.304491726,Open
0.320649472,Open
0.320807818,Open
0.315741138,Open
0.320826541,Open
0.315754318,Open
0.328395817,Open
0.317327214,Open
0.31417156,Open
0.315701884,Open
0.291233947,Open
0.299076393,Open
0.295962784,Open
0.285587271,Open
0.295950407,Open
0.285763555,Open
0.302271957,Open
0.299356917,Open
0.291879905,Open
0.310245442,Open
0.299140081,Open
0.310203267,Open
0.296698382,Open
0.310047281,Open
0.293797885,Open
0.307098542,Open
0.302311561,Open
0.291636066,Open
0.298865447,Open
0.298865447,Open
0.310211742,Open
0.299140081,Open
0.312152778,Open
0.303627804,Open
0.306912807,Open
0.29489827,Open
0.301357251,Open
0.288229556,Open
0.293737187,Open
0.285350266,Open
0.288433791,Open
0.299527926,Open
0.28826658,Open
0.304671386,Open
0.310013582,Open
0.28826658,Open
0.296954011,Open
0.298203188,Open
0.302179599,Open
0.305724457,Open
0.325042799,Open
0.328600243,Open
0.319867879,Open
0.331937105,Open
0.332257047,Open
0.329135064,Open
0.342199855,Open
0.342095597,Open
0.341637309,Open
0.331241457,Open
0.339161906,Open
0.314955162,Open
0.331298238,Open
0.229324593,Blink
0.172505112,Blink
0.163145892,Blink
0.120175531,Blink
0.156027121,Blink
0.138428256,Blink
0.146904637,Blink
0.152966098,Blink
0.168977427,Blink
0.203543197,Blink
0.224636036,Blink
0.268337576,Open
0.283426062,Open
0.314181731,Open
0.306144775,Open
0.326809842,Open
0.317187311,Open
0.326404833,Open
0.319330986,Open
0.319633481,Open
0.321184578,Open
0.314394379,Open
0.334776913,Open
0.314569545,Open
0.326341413,Open
0.313601026,Open
0.313753453,Open
0.311872805,Open
0.31221713,Open
0.300380487,Open
0.312031717,Open
0.308081974,Open
0.312748111,Open
0.32435258,Open
0.316835592,Open
0.31221713,Open
0.307347592,Open
0.29830542,Open
0.313692005,Open
0.315059556,Open
0.30832439,Open
0.267366582,Blink
0.172610639,Blink
0.165711127,Blink
0.170788922,Blink
0.215138844,Blink
0.276894976,Open
0.287675078,Open
0.315904398,Open
0.310993864,Open
0.292868574,Open
0.298590549,Open
0.311296603,Open
0.314181731,Open
0.311656352,Open
0.29964471,Open
0.332356123,Open
0.319387478,Open
0.335080068,Open
0.342443701,Open
0.336332623,Open
0.335294724,Open
0.317318935,Open
0.343722512,Open
0.330172933,Open
0.328354734,Open
0.330625921,Open
0.316077616,Open
0.328229857,Open
0.342942839,Open
0.338339214,Open
0.349199604,Open
0.343714853,Open
0.348947099,Open
0.355368099,Open
0.340635983,Open
0.357441296,Open
0.343225471,Open
0.349260941,Open
0.358465717,Open
0.365904971,Open
0.363343853,Open
0.354483797,Open
0.348733154,Open
0.364984019,Open
0.359308568,Open
0.353608876,Open
0.340798303,Open
0.331496486,Open
0.336434504,Open
0.32861839,Open
0.33320644,Open
0.341325551,Open
0.326053871,Open
0.332148672,Open
